,사업장명,시도명,시군구명,위경도
810,동문공설시장,제주특별자치도,제주시,"[33.509437673259114, 126.52739464280394]"
811,동성타워프라자,서울특별시,중랑구,"[37.60530303410843, 127.09648905303976]"
812,태능엔터피아 번영회,서울특별시,중랑구,"[37.596542933138394, 127.07667425986047]"
813,이노시티,경상북도,김천시,"[37.59535099284679, 127.08972354871871]"
814,동원,서울특별시,중구,"[37.5870857210075, 127.0891006436505]"
815,서울남대문시장,서울특별시,중구,"[37.55664332896217, 126.97717253069736]"
816,팀204,서울특별시,중구,"[37.564893057378704, 127.01269179983952]"
817,통일상가,서울특별시,중구,"[37.56620564022441, 127.00600312638304]"
818,진양상가,서울특별시,중구,"[37.559652762409044, 126.99515137482695]"
819,상제리제상가,서울특별시,중구,"[37.564627433767114, 126.98578858565294]"
820,(주)에리어식스,서울특별시,중구,"[37.56539537380173, 127.0112021050768]"
821,우일타운,서울특별시,중구,"[37.5646800315342, 127.01574009480555]"
822,홈플러스(주) 익스프레스 태릉점,서울특별시,중랑구,"[37.596542933138394, 127.07667425986047]"
823,홈플러스(주)익스프레스 면목점,서울특별시,중랑구,"[37.581252509195274, 127.08726824567952]"
824,홈플러스(주)익스프레스 망우점,서울특별시,중랑구,"[37.59218891500569, 127.09943766520303]"
825,(주)이마트에브리데이 면목동점,서울특별시,중랑구,"[37.576797255160535, 127.08550615842549]"
826,홈플러스 신내점,서울특별시,중랑구,"[37.61304459766444, 127.09297318973844]"
827,홈플러스(주)면목점,서울특별시,중랑구,"[37.57717772739434, 127.08027303378734]"
828,주식회사 이마트 상봉점,서울특별시,중랑구,"[37.59373171383763, 127.09266350040706]"
829,주식회사 이마트 묵동점,서울특별시,중랑구,"[37.61109593777911, 127.07676297502321]"
830,홈플러스(주) 서울 상봉점,서울특별시,중랑구,"[37.59535099284679, 127.08972354871871]"
831,파크에비뉴 엔터식스 한양대점,서울특별시,성동구,"[37.553735040853894, 127.03940185402034]"
832,코스트코홀세일 상봉점,서울특별시,중랑구,"[37.594113665914016, 127.08942216267243]"
833,홈플러스(주) 익스프레스 왕십리점,서울특별시,성동구,"[37.559968486262285, 127.03175857209489]"
834,수일시장,서울특별시,은평구,"[37.5855742, 126.894516]"
835,팜스퀘어,서울특별시,은평구,"[37.60697231015827, 126.92821824970552]"
836,엔씨백화점 불광점,서울특별시,은평구,"[37.60697231015827, 126.92821824970552]"
837,양지시장,서울특별시,은평구,"[37.5938136, 126.923106]"
838,연서시장,서울특별시,은평구,"[37.616700077000665, 126.9211953134926]"
839,롯데쇼핑(주)롯데슈퍼범서점,서울특별시,은평구,"[37.615857993238684, 126.9211141969036]"
840,뚝도시장,서울특별시,성동구,"[37.53504986755805, 127.05402969583223]"
841,금남시장,서울특별시,성동구,"[37.54581475832334, 127.02194437893199]"
842,자동차매매센타,서울특별시,성동구,"[37.5574603569459, 127.06547106090392]"
843,한남하이츠상가,서울특별시,성동구,"[37.53698961501786, 127.01336925595753]"
844,대림리빙프라자,서울특별시,성동구,"[37.55515154240029, 127.02632971209673]"
845,한진종합상가,서울특별시,성동구,"[37.5531302956028, 127.02841856785226]"
846,(주)이마트 성수점,서울특별시,성동구,"[37.536959487851895, 127.05220837750005]"
847,(주)인트램,서울특별시,성동구,"[37.54479713868906, 127.0546660120661]"
848,마장축산물시장,서울특별시,성동구,"[37.566993178448264, 127.0376222270284]"
849,성동삼성쉐르빌상가,서울특별시,성동구,"[37.56164299858782, 127.03414747198663]"
850,(주)이마트 왕십리점,서울특별시,성동구,"[37.56093432308411, 127.03726111903974]"
851,ENTER-6,서울특별시,성동구,"[37.558538806722325, 127.03759278889864]"
852,홈플러스(주) 익프스레스 금호2점,서울특별시,성동구,"[37.54721290921742, 127.0156504219066]"
853,홈플러스(주) 익스프레스 금호점,서울특별시,성동구,"[37.55177206916792, 127.02006246787916]"
854,홈플러스(주)익스프레스 뚝섬점,서울특별시,성동구,"[37.54421517669225, 127.04817728642557]"
855,응암시장,서울특별시,은평구,"[37.59164599496196, 126.91777803925947]"
856,대호프라자상가,서울특별시,은평구,"[37.61200525380644, 126.93207519684744]"
857,불광미성상가,서울특별시,은평구,"[37.612179960895034, 126.92752413053022]"
858,홈플러스(주)익스프레스 신사점,서울특별시,은평구,"[37.59613417623111, 126.9095502920901]"
859,홈플러스 익스프레스 갈현점,서울특별시,은평구,"[37.61219815267794, 126.90887089696314]"
860,범서쇼핑,서울특별시,은평구,"[37.615857993238684, 126.9211141969036]"
861,현대화유통기업(주),서울특별시,은평구,"[37.6092097, 126.90822]"
862,(주)미소종합유통,서울특별시,은평구,"[37.6396645, 126.937799]"
863,메트로,서울특별시,은평구,"[37.61688558967918, 126.920693154169]"
864,롯데쇼핑(주) 롯데슈퍼 역촌점,서울특별시,은평구,"[37.60335352908559, 126.92167649294105]"
865,롯데몰 은평,서울특별시,은평구,"[37.63473393288679, 126.91723824191328]"
866,(주)이마트 수색점,서울특별시,은평구,"[37.57684415441337, 126.8978641091789]"
867,(주)이마트 은평점,서울특별시,은평구,"[37.597608456858495, 126.91940726428841]"
868,서부종합시장,서울특별시,은평구,"[37.60022357521219, 126.91817166523414]"
869,홈플러스(주)익스프레스구산점,서울특별시,은평구,"[37.60868399607777, 126.91578293075892]"
870,홈플러스(주)익스프레스응암점,서울특별시,은평구,"[37.591512754737444, 126.91705071420445]"
871,홈플러스(주)익스프레스 불광점,서울특별시,은평구,"[37.61491720093497, 126.93208593809422]"
872,롯데슈퍼 한남점(가맹점),서울특별시,용산구,"[37.52936623475224, 127.00487772007018]"
873,롯데프레시 갈월점,서울특별시,용산구,"[37.5394679093225, 126.97107772693005]"
874,롯데쇼핑(주)롯데슈퍼원효로점,서울특별시,용산구,"[37.5355257580909, 126.96657578231142]"
875,국제센터아케이드,서울특별시,용산구,"[37.53067570110709, 126.97337361995025]"
876,(주)전자타운,서울특별시,용산구,"[37.53135390035397, 126.96352057549068]"
877,아이파크몰(I PARK MALL),서울특별시,용산구,"[37.526807444653606, 126.96336935705571]"
878,LS Avenue,서울특별시,용산구,"[37.5254436319258, 126.96718587800905]"
879,롯데쇼핑(주)롯데슈퍼 신월점,서울특별시,양천구,"[37.538190545331894, 126.83214110428364]"
880,선인상가,서울특별시,용산구,"[37.53026028358579, 126.96424519504029]"
881,보광시장,서울특별시,용산구,"[37.52446260771133, 126.99949579210956]"
882,아이파크(I PARK)백화점,서울특별시,용산구,"[37.526807444653606, 126.96336935705571]"
883,만리시장,서울특별시,용산구,"[37.54854407506445, 126.96283917450634]"
884,해밀톤 쇼핑몰,서울특별시,용산구,"[37.531956604380696, 126.99279985941077]"
885,(주)에스와이에스홀딩스,서울특별시,용산구,"[37.53006454364556, 126.95894044145427]"
886,나진산업 주식회사,서울특별시,용산구,"[37.53087134989482, 126.96263146043904]"
887,원효전자상가,서울특별시,용산구,"[37.53093400969644, 126.95910384994659]"
888,신동아 쇼핑센터,서울특별시,용산구,"[37.514505439781765, 126.98442333148542]"
889,신동아쇼핑센터,서울특별시,용산구,"[37.514505439781765, 126.98442333148542]"
890,(주)농협유통하나로클럽용산점,서울특별시,용산구,"[37.530429029195396, 126.96394662620696]"
891,목동시장아울렛,서울특별시,양천구,"[37.536403890095485, 126.86555431658697]"
892,우성상가시장,서울특별시,양천구,"[37.51991311636813, 126.83283134030881]"
893,현대백화점목동점,서울특별시,양천구,"[37.5241048843708, 126.87425002384633]"
894,행복한백화점,서울특별시,양천구,"[37.52662399379043, 126.87529898145638]"
895,신정동세양청마루2차상가,서울특별시,양천구,"[37.50550774801531, 126.86376441297536]"
896,홈플러스(주)목동점,서울특별시,양천구,"[37.52757835571631, 126.87249195955829]"
897,전자타운,서울특별시,용산구,"[37.53135390035397, 126.96352057549068]"
898,이태원시장,서울특별시,용산구,"[37.53107943986251, 126.9892651402885]"
899,(주)지에스리테일 신정2점,서울특별시,양천구,"[37.50550774801531, 126.86376441297536]"
900,홈플러스(주)익스프레스 목동2점,서울특별시,양천구,"[37.54227090736813, 126.86182636306235]"
901,롯데슈퍼 목동2점,서울특별시,양천구,"[37.531609809689556, 126.87216447365357]"
902,홈플러스(주)익스프레스 신정3점,서울특별시,양천구,"[37.51230520273023, 126.85997202493327]"
903,신한이모르젠상가,서울특별시,양천구,"[37.54627695307058, 126.86370079756115]"
904,목4동시장상인회,서울특별시,양천구,"[37.5353338, 126.866936]"
905,경창시장상인회,서울특별시,양천구,"[37.5234064, 126.846312]"
906,신영시장상인회,서울특별시,양천구,"[37.5312469, 126.834473]"
907,(주)이마트 목동점,서울특별시,양천구,"[37.52310430497223, 126.87048718880382]"
908,홈플러스(주)익스프레스 신정점,서울특별시,양천구,"[37.516418962751665, 126.85220644670328]"
909,홈플러스(주) 영등포점,서울특별시,영등포구,"[37.515477331542975, 126.89513870723766]"
910,로데오 왁,서울특별시,영등포구,"[37.51437589711294, 126.89417443913034]"
911,코스트코 홀세일,서울특별시,영등포구,"[37.52512330097348, 126.89149384551466]"
912,영신상가,서울특별시,영등포구,"[37.51714371961779, 126.90601425166298]"
913,대림상가,서울특별시,중구,"[37.5640079051076, 126.99472924925713]"
914,신세계백화점,서울특별시,중구,"[37.558172795089206, 126.98035135261861]"
915,롯데쇼핑(주) 롯데마트 양평점,서울특별시,영등포구,"[37.52329926119236, 126.89086086824724]"
916,롯데백화점 영등포점,서울특별시,영등포구,"[37.513173456610296, 126.90658679047591]"
917,코스트코홀세일,서울특별시,영등포구,"[37.52512330097348, 126.89149384551466]"
918,영등포지하상가,서울특별시,영등포구,"[37.5210555, 126.906667]"
919,한화스토아여의점,서울특별시,영등포구,"[37.5221276, 126.932469]"
920,홍익상가,서울특별시,영등포구,"[37.525782, 126.902034]"
921,도림시장,서울특별시,영등포구,"[37.5090942, 126.90054]"
922,양남시장,서울특별시,영등포구,"[37.520117492816645, 126.89035880009475]"
923,신동시장,서울특별시,영등포구,"[37.5060502, 126.913596]"
924,대신시장,서울특별시,영등포구,"[37.50832659945323, 126.91679867684846]"
925,대림시장,서울특별시,영등포구,"[37.4954076, 126.900106]"
926,두암종합시장,서울특별시,영등포구,"[37.492545863126836, 126.89728991828656]"
927,영등포농축수산물쎈타,서울특별시,영등포구,"[37.5199411, 126.899225]"
928,영등포역앞지하상가,서울특별시,영등포구,"[37.5210555, 126.906667]"
929,영등포로타리지하상가,서울특별시,영등포구,"[37.5210555, 126.906667]"
930,삼구시장,서울특별시,영등포구,"[37.5210555, 126.906667]"
931,동남시장,서울특별시,영등포구,"[37.51784930960178, 126.90487892564322]"
932,영일시장,서울특별시,영등포구,"[37.517253, 126.895699]"
933,영등포유통관리(주),서울특별시,영등포구,"[37.51972595025398, 126.89316745534039]"
934,이랜드리테일 당산점,서울특별시,영등포구,"[37.53114626303546, 126.90018617646216]"
935,롯데쇼핑(주) VIC마켓 영등포점,서울특별시,영등포구,"[37.52505768166764, 126.90387999784966]"
936,룩스쇼핑센터,서울특별시,영등포구,"[37.51485342177439, 126.89919184528217]"
937,신세계 이마트 여의도점,서울특별시,영등포구,"[37.515422469205994, 126.925267411539]"
938,타임스퀘어,서울특별시,영등포구,"[37.51432572132912, 126.90255533308745]"
939,방산종합시장,서울특별시,중구,"[37.56594795413911, 127.00003342179582]"
940,아트프라자,서울특별시,중구,"[37.566407786457255, 127.01212240942665]"
941,남산타운5상가,서울특별시,중구,"[37.54626348194981, 127.0084921106744]"
942,남산타운2상가,서울특별시,중구,"[37.54626348194981, 127.0084921106744]"
943,현대시티타워,서울특별시,중구,"[37.5686298, 127.00771]"
944,하이해리엇,서울특별시,중구,"[37.55857849757639, 126.98456534187494]"
945,롯데슈퍼 대림점,서울특별시,영등포구,"[37.50056288948568, 126.89506809433297]"
946,홈플러스(주) 익스프레스 신길점,서울특별시,영등포구,"[37.494444084580884, 126.91264813768889]"
947,아이에프씨몰(IFC Mall),서울특별시,영등포구,"[37.522228803299036, 126.92451213797315]"
948,두암상가,서울특별시,영등포구,"[37.492545863126836, 126.89728991828656]"
949,(주)신세계 타임스퀘어점,서울특별시,영등포구,"[37.51441989771583, 126.90477720219985]"
950,썬프라자,서울특별시,영등포구,"[37.49370748104676, 126.90728253630692]"
951,(주)이마트 여의도점,서울특별시,영등포구,"[37.515422469205994, 126.925267411539]"
952,홈플러스(주) 익스프레스 도림점,서울특별시,영등포구,"[37.504002116005154, 126.89999109893178]"
953,홈플러스(주) 익스프레스 신길3점,서울특별시,영등포구,"[37.503398037650456, 126.90880328317974]"
954,홈플러스(주) 익스프레스 신길2점,서울특별시,영등포구,"[37.51137778486975, 126.91757648318561]"
955,신세계백화점메사점,서울특별시,중구,"[37.55762721924439, 126.97882957716604]"
956,올레오,서울특별시,중구,"[37.56620514318964, 127.0117757127532]"
957,맥스타일,서울특별시,중구,"[37.56607323086329, 127.00977497295733]"
958,통일상가,서울특별시,중구,"[37.56589353611833, 127.00694427156613]"
959,롯데쇼핑(주)롯데슈퍼신당점,서울특별시,중구,"[37.546698932771015, 127.00699866029572]"
960,롯데쇼핑(주)롯데슈퍼명동점,서울특별시,중구,"[37.55830981775135, 126.98149128058677]"
961,제일평화시장,서울특별시,중구,"[37.565717457536955, 127.01062309619537]"
962,롯데백화점 본점,서울특별시,중구,"[37.56206000523081, 126.9803021743818]"
963,롯데아울렛 서울역점,서울특별시,중구,"[37.55328142142377, 126.96864918727044]"
